project,exp_ID,linegroup,Experimenter,Experiment description,Date,Device,Temperature,Shaking,CO2,species,carbon_source,cs_conc,base_media,inhibitor,inhibitor_conc,comments
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_F5,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,10 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_F6,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,1 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_F7,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,0.1 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_F8,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,0.01 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_F9,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,0 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G2,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,10000 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G3,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,1000 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G4,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,100 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G5,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,10 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G6,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,1 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G7,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,0.1 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G8,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,0.01 nM thiamine
ct_oa_chemostat_project/,ct_oa_chemostat_project/_thiamine_gradient,ct_oa_chemostat_project/_thiamine_gradient_G9,Eric Ulrich,Gradient with different Thiamine concentrations with staved Oa in 7.5 mM acetate. Check comments for thiamine concentrations,28.2.2025,Biotek platereader,28,Y,N,Comamonas testosteroni,Acetate,7.5,M9 + HMB,,0,0 nM thiamine
